,Camera,filename,x1,y1,x2,y2,Length_px,conversion,Length_cm,HT_px,HT_cm,split,keypoint_px,keypoint_cm,CNNht_px,CNNht_cm
51,W2B,W2B_WSCT0071.JPG,273.7,152.8046784,272.5210526,391.7380117,,,,,,,,,,
52,W2B,W2B_WSCT0072.JPG,273.7,150.7087719,273.9947368,386.4982456,,,,,,,,,,
53,W2B,W2B_WSCT0073.JPG,273.9947368,151.2327485,272.5210526,391.2140351,,,,,,,,,,
54,W2B,W2B_WSCT0074.JPG,274.8789474,151.2327485,273.7,377.0666667,,,,,,,,,,
55,W2B,W2B_WSCT0075.JPG,274.5842105,149.6608187,273.1105263,381.2584795,,,,,,,,,,
56,W2B,W2B_WSCT0077.JPG,273.9947368,152.2807018,273.7,383.354386,,,,,,,,,,
57,W2B,W2B_WSCT0078.JPG,274.8789474,152.8046784,272.8157895,385.974269,,,,,,,,,,
58,W2B,W2B_WSCT0079.JPG,274.5842105,152.8046784,273.9947368,384.4023392,,,,,,,,,,
59,W2B,W2B_WSCT0080.JPG,273.7,152.2807018,274.5842105,382.8304094,,,,,,,,,,
60,W2B,W2B_WSCT0081.JPG,274.5842105,153.8526316,273.7,384.4023392,,,,,,,,,,
61,W2B,W2B_WSCT0082.JPG,274.5842105,150.1847953,273.1105263,380.7345029,,,,,,,,,,
62,W2B,W2B_WSCT0083.JPG,274.2894737,151.7567251,274.2894737,385.974269,,,,,,,,,,
63,W2B,W2B_WSCT0084.JPG,273.9947368,150.7087719,273.7,380.2105263,,,,,,,,,,
64,W2B,W2B_WSCT0085.JPG,274.2894737,150.1847953,273.7,387.5461988,,,,,,,,,,
65,W2B,W2B_WSCT0086.JPG,273.9947368,149.1368421,274.2894737,381.2584795,,,,,,,,,,
66,W2B,W2B_WSCT0087.JPG,273.9947368,149.1368421,273.1105263,385.974269,,,,,,,,,,
67,W2B,W2B_WSCT0088.JPG,273.7,148.6128655,273.7,379.6865497,,,,,,,,,,
68,W2B,W2B_WSCT0089.JPG,274.5842105,148.0888889,273.9947368,387.0222222,,,,,,,,,,
69,W2B,W2B_WSCT0090.JPG,273.1105263,149.1368421,273.1105263,381.7824561,,,,,,,,,,
70,W2B,W2B_WSCT0091.JPG,274.2894737,150.1847953,273.7,387.5461988,,,,,,,,,,
71,W2B,W2B_WSCT0092.JPG,273.4052632,152.2807018,274.2894737,388.0701754,,,,,,,,,,
72,W2B,W2B_WSCT0093.JPG,274.2894737,151.7567251,273.7,384.9263158,,,,,,,,,,
73,W2B,W2B_WSCT0094.JPG,274.2894737,151.2327485,273.9947368,382.3064327,,,,,,,,,,
74,W2B,W2B_WSCT0095.JPG,273.7,151.2327485,273.9947368,389.6421053,,,,,,,,,,
75,W2B,W2B_WSCT0096.JPG,273.1105263,151.2327485,274.2894737,386.4982456,,,,,,,,,,
76,W2B,W2B_WSCT0097.JPG,273.4052632,151.7567251,273.9947368,384.4023392,,,,,,,,,,
77,W2B,W2B_WSCT0098.JPG,273.1105263,151.2327485,273.7,377.0666667,,,,,,,,,,
78,W2B,W2B_WSCT0099.JPG,273.9947368,150.1847953,273.9947368,380.2105263,,,,,,,,,,
79,W2B,W2B_WSCT0100.JPG,273.1105263,150.7087719,273.7,388.594152,,,,,,,,,,
80,W2B,W2B_WSCT0101.JPG,273.7,150.7087719,274.2894737,392.7859649,,,,,,,,,,
81,W2B,W2B_WSCT0102.JPG,273.9947368,150.1847953,274.2894737,388.0701754,,,,,,,,,,
82,W2B,W2B_WSCT0103.JPG,273.9947368,150.1847953,273.4052632,388.594152,,,,,,,,,,
83,W2B,W2B_WSCT0104.JPG,273.9947368,153.328655,274.8789474,389.6421053,,,,,,,,,,
84,W2B,W2B_WSCT0105.JPG,274.2894737,152.2807018,273.9947368,389.6421053,,,,,,,,,,
85,W2B,W2B_WSCT0106.JPG,275.1736842,148.6128655,274.5842105,388.594152,,,,,,,,,,
86,W2B,W2B_WSCT0107.JPG,274.2894737,150.7087719,274.5842105,387.5461988,,,,,,,,,,
87,W2B,W2B_WSCT0108.JPG,275.1736842,148.0888889,275.1736842,388.0701754,,,,,,,,,,
88,W2B,W2B_WSCT0109.JPG,274.5842105,149.6608187,273.9947368,388.0701754,,,,,,,,,,
89,W2B,W2B_WSCT0110.JPG,275.4684211,148.6128655,275.4684211,388.594152,,,,,,,,,,
90,W2B,W2B_WSCT0111.JPG,275.7631579,149.6608187,275.1736842,386.4982456,,,,,,,,,,
91,W2B,W2B_WSCT0112.JPG,275.4684211,148.6128655,275.1736842,390.6900585,,,,,,,,,,
92,W2B,W2B_WSCT0113.JPG,274.8789474,148.6128655,275.4684211,390.6900585,,,,,,,,,,
93,W2B,W2B_WSCT0114.JPG,274.8789474,147.5649123,275.1736842,389.1181287,,,,,,,,,,
94,W2B,W2B_WSCT0115.JPG,275.1736842,148.6128655,275.4684211,388.594152,,,,,,,,,,
95,W2B,W2B_WSCT0116.JPG,274.8789474,149.1368421,274.8789474,388.0701754,,,,,,,,,,
96,W2B,W2B_WSCT0117.JPG,275.4684211,150.1847953,274.5842105,389.6421053,,,,,,,,,,
97,W2B,W2B_WSCT0118.JPG,274.8789474,150.7087719,275.7631579,387.5461988,,,,,,,,,,
98,W2B,W2B_WSCT0119.JPG,275.1736842,149.6608187,275.7631579,390.1660819,,,,,,,,,,
99,W2B,W2B_WSCT0120.JPG,276.3526316,149.1368421,275.4684211,388.594152,,,,,,,,,,
100,W2B,W2B_WSCT0121.JPG,276.6473684,150.1847953,274.8789474,387.0222222,,,,,,,,,,
101,W2B,W2B_WSCT0122.JPG,276.6473684,153.328655,274.8789474,381.7824561,,,,,,,,,,
102,W2B,W2B_WSCT0123.JPG,276.6473684,154.3766082,275.7631579,382.8304094,,,,,,,,,,
103,W2B,W2B_WSCT0124.JPG,276.6473684,153.328655,275.7631579,374.9707602,,,,,,,,,,
104,W2B,W2B_WSCT0125.JPG,276.9421053,154.9005848,275.7631579,376.0187135,,,,,,,,,,
105,W2B,W2B_WSCT0126.JPG,276.9421053,154.3766082,275.7631579,363.9672515,,,,,,,,,,
106,W2B,W2B_WSCT0127.JPG,276.9421053,153.328655,276.0578947,367.1111111,,,,,,,,,,
107,W2B,W2B_WSCT0128.JPG,275.4684211,152.8046784,276.0578947,367.1111111,,,,,,,,,,
108,W2B,W2B_WSCT0129.JPG,275.1736842,153.328655,276.3526316,368.1590643,,,,,,,,,,
109,W2B,W2B_WSCT0130.JPG,274.8789474,151.7567251,275.4684211,366.0631579,,,,,,,,,,
110,W2B,W2B_WSCT0131.JPG,275.1736842,150.7087719,275.1736842,369.2070175,,,,,,,,,,
111,W2B,W2B_WSCT0132.JPG,276.3526316,149.6608187,276.3526316,367.6350877,,,,,,,,,,
112,W2B,W2B_WSCT0133.JPG,276.6473684,151.7567251,275.1736842,369.2070175,,,,,,,,,,
113,W2B,W2B_WSCT0134.JPG,277.5315789,152.8046784,275.7631579,357.1555556,,,,,,,,,,
114,W2B,W2B_WSCT0135.JPG,276.6473684,153.328655,276.3526316,355.0596491,,,,,,,,,,
115,W2B,W2B_WSCT0136.JPG,276.3526316,150.7087719,275.7631579,355.0596491,,,,,,,,,,
116,W2B,W2B_WSCT0137.JPG,276.9421053,151.2327485,275.4684211,359.251462,,,,,,,,,,
117,W2B,W2B_WSCT0138.JPG,276.3526316,150.7087719,275.7631579,367.1111111,,,,,,,,,,
118,W2B,W2B_WSCT0139.JPG,276.3526316,149.6608187,276.0578947,367.1111111,,,,,,,,,,
119,W2B,W2B_WSCT0140.JPG,276.6473684,151.7567251,275.1736842,371.8269006,,,,,,,,,,
120,W2B,W2B_WSCT0141.JPG,276.9421053,151.7567251,275.7631579,371.8269006,,,,,,,,,,
121,W2B,W2B_WSCT0143.JPG,277.2368421,151.7567251,276.9421053,357.6795322,,,,,,,,,,
122,W2B,W2B_WSCT0144.JPG,276.6473684,152.8046784,276.3526316,362.3953216,,,,,,,,,,
123,W2B,W2B_WSCT0145.JPG,275.7631579,152.8046784,276.3526316,361.871345,,,,,,,,,,
124,W2B,W2B_WSCT0146.JPG,276.9421053,151.7567251,276.6473684,363.9672515,,,,,,,,,,
125,W2B,W2B_WSCT0147.JPG,276.9421053,151.7567251,276.6473684,363.4432749,,,,,,,,,,
126,W2B,W2B_WSCT0148.JPG,276.6473684,151.7567251,276.6473684,363.9672515,,,,,,,,,,
127,W2B,W2B_WSCT0149.JPG,274.8789474,153.328655,276.9421053,364.4912281,,,,,,,,,,
128,W2B,W2B_WSCT0150.JPG,276.3526316,152.2807018,276.3526316,364.4912281,,,,,,,,,,
129,W2B,W2B_WSCT0151.JPG,276.0578947,152.2807018,276.3526316,365.0152047,,,,,,,,,,
130,W2B,W2B_WSCT0155.JPG,276.6473684,153.328655,276.6473684,361.871345,,,,,,,,,,
131,W2B,W2B_WSCT0156.JPG,276.6473684,152.8046784,275.7631579,361.3473684,,,,,,,,,,
132,W2B,W2B_WSCT0157.JPG,276.9421053,152.2807018,276.0578947,362.3953216,,,,,,,,,,
133,W2B,W2B_WSCT0158.JPG,277.5315789,159.0923977,276.3526316,360.8233918,,,,,,,,,,
134,W2B,W2B_WSCT0159.JPG,277.2368421,152.8046784,276.3526316,362.9192982,,,,,,,,,,
135,W2B,W2B_WSCT0160.JPG,276.9421053,154.9005848,276.3526316,360.2994152,,,,,,,,,,
136,W2B,W2B_WSCT0161.JPG,276.9421053,152.2807018,276.0578947,359.7754386,,,,,,,,,,
137,W2B,W2B_WSCT0163.JPG,275.1736842,152.8046784,277.2368421,360.2994152,,,,,,,,,,
138,W2B,W2B_WSCT0164.JPG,276.0578947,151.7567251,275.7631579,358.2035088,,,,,,,,,,
139,W2B,W2B_WSCT0165.JPG,276.3526316,151.7567251,275.7631579,358.2035088,,,,,,,,,,
140,W2B,W2B_WSCT0166.JPG,277.5315789,152.2807018,276.9421053,359.251462,,,,,,,,,,
141,W2B,W2B_WSCT0167.JPG,276.3526316,151.2327485,276.3526316,358.7274854,,,,,,,,,,
142,W2B,W2B_WSCT0168.JPG,276.6473684,152.2807018,276.0578947,358.7274854,,,,,,,,,,
143,W2B,W2B_WSCT0169.JPG,277.2368421,153.328655,276.6473684,360.2994152,,,,,,,,,,
144,W2B,W2B_WSCT0170.JPG,277.8263158,155.4245614,277.2368421,357.6795322,,,,,,,,,,
145,W2B,W2B_WSCT0171.JPG,277.2368421,153.328655,276.9421053,357.1555556,,,,,,,,,,
146,W2B,W2B_WSCT0174.JPG,277.5315789,153.328655,277.2368421,358.7274854,,,,,,,,,,
147,W2B,W2B_WSCT0175.JPG,276.6473684,153.328655,276.9421053,358.2035088,,,,,,,,,,
148,W2B,W2B_WSCT0176.JPG,275.4684211,152.2807018,276.6473684,357.1555556,,,,,,,,,,
149,W2B,W2B_WSCT0177.JPG,276.0578947,153.328655,276.3526316,357.1555556,,,,,,,,,,
150,W2B,W2B_WSCT0178.JPG,276.3526316,152.2807018,276.0578947,355.5836257,,,,,,,,,,
151,W2B,W2B_WSCT0179.JPG,276.9421053,151.7567251,276.3526316,356.1076023,,,,,,,,,,
152,W2B,W2B_WSCT0180.JPG,274.2894737,150.7087719,276.6473684,355.5836257,,,,,,,,,,
153,W2B,W2B_WSCT0181.JPG,275.4684211,150.7087719,276.6473684,356.1076023,,,,,,,,,,
154,W2B,W2B_WSCT0182.JPG,276.3526316,151.2327485,276.3526316,355.5836257,,,,,,,,,,
155,W2B,W2B_WSCT0183.JPG,276.0578947,151.2327485,276.0578947,356.6315789,,,,,,,,,,
156,W2B,W2B_WSCT0184.JPG,275.1736842,151.2327485,276.6473684,354.5356725,,,,,,,,,,
157,W2B,W2B_WSCT0185.JPG,276.3526316,151.2327485,276.3526316,356.1076023,,,,,,,,,,
158,W2B,W2B_WSCT0186.JPG,276.6473684,150.1847953,276.3526316,355.0596491,,,,,,,,,,
159,W2B,W2B_WSCT0187.JPG,276.9421053,150.1847953,275.4684211,354.0116959,,,,,,,,,,
160,W2B,W2B_WSCT0188.JPG,276.3526316,149.6608187,276.0578947,354.5356725,,,,,,,,,,
161,W2B,W2B_WSCT0189.JPG,277.2368421,150.1847953,276.0578947,355.0596491,,,,,,,,,,
162,W2B,W2B_WSCT0190.JPG,277.5315789,151.2327485,276.0578947,356.6315789,,,,,,,,,,
163,W2B,W2B_WSCT0191.JPG,276.9421053,151.2327485,276.3526316,356.1076023,,,,,,,,,,
164,W2B,W2B_WSCT0194.JPG,277.8263158,151.7567251,276.6473684,348.2479532,,,,,,,,,,
165,W2B,W2B_WSCT0195.JPG,278.1210526,151.7567251,276.6473684,347.7239766,,,,,,,,,,
166,W2B,W2B_WSCT0196.JPG,276.9421053,152.8046784,276.6473684,349.2959064,,,,,,,,,,
167,W2B,W2B_WSCT0197.JPG,277.2368421,152.8046784,276.0578947,348.7719298,,,,,,,,,,
168,W2B,W2B_WSCT0199.JPG,277.2368421,153.328655,277.2368421,339.8643275,,,,,,,,,,
169,W2B,W2B_WSCT0202.JPG,277.2368421,151.7567251,277.2368421,341.4362573,,,,,,,,,,
170,W2B,W2B_WSCT0203.JPG,276.6473684,153.8526316,276.9421053,341.4362573,,,,,,,,,,
171,W2B,W2B_WSCT0206.JPG,276.6473684,150.7087719,276.0578947,341.4362573,,,,,,,,,,
172,W2B,W2B_WSCT0207.JPG,276.9421053,150.1847953,276.0578947,343.0081871,,,,,,,,,,
173,W2B,W2B_WSCT0208.JPG,276.0578947,153.328655,276.9421053,344.0561404,,,,,,,,,,
174,W2B,W2B_WSCT0209.JPG,276.0578947,153.328655,276.9421053,343.5321637,,,,,,,,,,
175,W2B,W2B_WSCT0210.JPG,274.2894737,150.7087719,277.8263158,341.9602339,,,,,,,,,,
176,W2B,W2B_WSCT0211.JPG,275.1736842,152.8046784,277.2368421,341.4362573,,,,,,,,,,
177,W2B,W2B_WSCT0213.JPG,276.0578947,151.2327485,276.3526316,341.4362573,,,,,,,,,,
178,W2B,W2B_WSCT0214.JPG,276.6473684,151.2327485,276.0578947,341.4362573,,,,,,,,,,
179,W2B,W2B_WSCT0215.JPG,276.0578947,152.2807018,276.3526316,341.9602339,,,,,,,,,,
180,W2B,W2B_WSCT0218.JPG,276.3526316,150.1847953,276.6473684,341.9602339,,,,,,,,,,
181,W2B,W2B_WSCT0219.JPG,276.0578947,151.7567251,276.3526316,340.9122807,,,,,,,,,,
182,W2B,W2B_WSCT0220.JPG,276.9421053,150.7087719,276.0578947,341.4362573,,,,,,,,,,
183,W2B,W2B_WSCT0221.JPG,276.3526316,151.2327485,276.0578947,341.4362573,,,,,,,,,,
184,W2B,W2B_WSCT0222.JPG,276.6473684,148.6128655,276.6473684,342.4842105,,,,,,,,,,
185,W2B,W2B_WSCT0223.JPG,277.8263158,151.7567251,276.6473684,343.0081871,,,,,,,,,,
186,W2B,W2B_WSCT0226.JPG,276.9421053,151.2327485,275.7631579,338.2923977,,,,,,,,,,
187,W2B,W2B_WSCT0227.JPG,277.5315789,151.2327485,276.3526316,337.7684211,,,,,,,,,,
188,W2B,W2B_WSCT0229.JPG,276.3526316,151.2327485,276.0578947,332.528655,,,,,,,,,,
189,W2B,W2B_WSCT0232.JPG,276.9421053,151.2327485,276.9421053,333.0526316,,,,,,,,,,
190,W2B,W2B_WSCT0233.JPG,276.9421053,150.7087719,276.6473684,338.2923977,,,,,,,,,,
191,W2B,W2B_WSCT0234.JPG,276.6473684,151.2327485,276.9421053,337.7684211,,,,,,,,,,
192,W2B,W2B_WSCT0235.JPG,276.6473684,150.1847953,276.3526316,338.8163743,,,,,,,,,,
193,W2B,W2B_WSCT0236.JPG,276.9421053,152.2807018,276.9421053,339.3403509,,,,,,,,,,
194,W2B,W2B_WSCT0237.JPG,276.3526316,150.1847953,276.3526316,338.8163743,,,,,,,,,,
195,W2B,W2B_WSCT0240.JPG,276.6473684,152.8046784,276.9421053,333.5766082,,,,,,,,,,
196,W2B,W2B_WSCT0241.JPG,276.9421053,152.2807018,277.2368421,334.1005848,,,,,,,,,,
197,W2B,W2B_WSCT0242.JPG,277.2368421,151.2327485,277.2368421,334.6245614,,,,,,,,,,
198,W2B,W2B_WSCT0243.JPG,276.9421053,151.7567251,277.2368421,335.148538,,,,,,,,,,
199,W2B,W2B_WSCT0244.JPG,276.9421053,152.8046784,276.6473684,335.148538,,,,,,,,,,
200,W2B,W2B_WSCT0245.JPG,276.9421053,152.2807018,276.9421053,334.6245614,,,,,,,,,,
201,W2B,W2B_WSCT0246.JPG,277.5315789,152.8046784,276.9421053,326.7649123,,,,,,,,,,
202,W2B,W2B_WSCT0247.JPG,277.5315789,151.2327485,276.6473684,327.2888889,,,,,,,,,,
203,W2B,W2B_WSCT0248.JPG,277.5315789,153.8526316,277.2368421,327.2888889,,,,,,,,,,
204,W2B,W2B_WSCT0249.JPG,276.9421053,152.8046784,276.3526316,327.2888889,,,,,,,,,,
205,W2B,W2B_WSCT0250.JPG,277.2368421,153.328655,277.2368421,325.7169591,,,,,,,,,,
206,W2B,W2B_WSCT0251.JPG,276.0578947,152.2807018,277.5315789,324.6690058,,,,,,,,,,
207,W2B,W2B_WSCT0253.JPG,277.2368421,152.2807018,277.5315789,325.1929825,,,,,,,,,,
208,W2B,W2B_WSCT0254.JPG,277.2368421,152.8046784,277.5315789,325.7169591,,,,,,,,,,
209,W2B,W2B_WSCT0255.JPG,277.2368421,151.7567251,277.2368421,327.2888889,,,,,,,,,,
210,W2B,W2B_WSCT0256.JPG,277.5315789,153.328655,276.3526316,325.7169591,,,,,,,,,,
211,W2B,W2B_WSCT0257.JPG,278.1210526,151.7567251,277.2368421,326.7649123,,,,,,,,,,
212,W2B,W2B_WSCT0258.JPG,276.9421053,152.2807018,276.0578947,321.0011696,,,,,,,,,,
213,W2B,W2B_WSCT0259.JPG,277.8263158,151.7567251,276.3526316,317.8573099,,,,,,,,,,
214,W2B,W2B_WSCT0261.JPG,276.0578947,152.2807018,277.2368421,318.9052632,,,,,,,,,,
215,W2B,W2B_WSCT0262.JPG,276.0578947,151.2327485,276.6473684,318.9052632,,,,,,,,,,
216,W2B,W2B_WSCT0263.JPG,276.6473684,152.2807018,276.3526316,317.8573099,,,,,,,,,,
217,W2B,W2B_WSCT0264.JPG,277.2368421,151.7567251,276.9421053,319.4292398,,,,,,,,,,
218,W2B,W2B_WSCT0265.JPG,276.6473684,152.8046784,276.3526316,318.3812865,,,,,,,,,,
219,W2B,W2B_WSCT0266.JPG,276.9421053,151.2327485,276.9421053,320.477193,,,,,,,,,,
220,W2B,W2B_WSCT0267.JPG,276.9421053,151.7567251,276.6473684,319.9532164,,,,,,,,,,
221,W2B,W2B_WSCT0268.JPG,277.2368421,152.8046784,276.6473684,321.5251462,,,,,,,,,,
222,W2B,W2B_WSCT0269.JPG,276.9421053,150.7087719,276.9421053,320.477193,,,,,,,,,,
223,W2B,W2B_WSCT0270.JPG,275.4684211,150.7087719,276.6473684,321.5251462,,,,,,,,,,
224,W2B,W2B_WSCT0271.JPG,276.3526316,150.1847953,276.6473684,319.9532164,,,,,,,,,,
225,W2B,W2B_WSCT0272.JPG,276.9421053,148.6128655,276.3526316,320.477193,,,,,,,,,,
226,W2B,W2B_WSCT0273.JPG,277.5315789,150.1847953,276.9421053,318.3812865,,,,,,,,,,
227,W2B,W2B_WSCT0274.JPG,277.2368421,151.2327485,276.9421053,320.477193,,,,,,,,,,
228,W2B,W2B_WSCT0275.JPG,276.6473684,150.1847953,277.2368421,323.097076,,,,,,,,,,
229,W2B,W2B_WSCT0276.JPG,276.6473684,152.8046784,277.8263158,323.097076,,,,,,,,,,
230,W2B,W2B_WSCT0279.JPG,278.1210526,152.2807018,276.0578947,323.6210526,,,,,,,,,,
231,W2B,W2B_WSCT0280.JPG,277.8263158,153.328655,276.3526316,320.477193,,,,,,,,,,
232,W2B,W2B_WSCT0281.JPG,278.1210526,151.7567251,276.9421053,323.6210526,,,,,,,,,,
233,W2B,W2B_WSCT0282.JPG,278.1210526,153.8526316,277.5315789,324.1450292,,,,,,,,,,
234,W2B,W2B_WSCT0283.JPG,276.9421053,150.7087719,277.5315789,323.097076,,,,,,,,,,
235,W2B,W2B_WSCT0284.JPG,278.1210526,151.7567251,276.9421053,323.097076,,,,,,,,,,
236,W2B,W2B_WSCT0285.JPG,277.2368421,151.2327485,277.2368421,322.5730994,,,,,,,,,,
237,W2B,W2B_WSCT0286.JPG,276.6473684,150.7087719,277.5315789,322.0491228,,,,,,,,,,
238,W2B,W2B_WSCT0287.JPG,276.0578947,151.2327485,277.8263158,321.5251462,,,,,,,,,,
239,W2B,W2B_WSCT0288.JPG,276.6473684,150.1847953,277.5315789,321.0011696,,,,,,,,,,
240,W2B,W2B_WSCT0289.JPG,275.7631579,150.7087719,276.9421053,320.477193,,,,,,,,,,
241,W2B,W2B_WSCT0290.JPG,276.6473684,150.7087719,277.2368421,321.5251462,,,,,,,,,,
242,W2B,W2B_WSCT0292.JPG,276.9421053,150.7087719,276.3526316,322.0491228,,,,,,,,,,
243,W2B,W2B_WSCT0293.JPG,275.1736842,150.7087719,277.2368421,322.0491228,,,,,,,,,,
244,W2B,W2B_WSCT0294.JPG,275.7631579,150.1847953,276.9421053,321.0011696,,,,,,,,,,
245,W2B,W2B_WSCT0295.JPG,276.9421053,149.6608187,276.9421053,321.5251462,,,,,,,,,,
246,W2B,W2B_WSCT0296.JPG,276.6473684,149.6608187,276.9421053,321.5251462,,,,,,,,,,
247,W2B,W2B_WSCT0297.JPG,277.2368421,149.6608187,276.3526316,322.5730994,,,,,,,,,,
248,W2B,W2B_WSCT0298.JPG,277.2368421,151.2327485,277.2368421,323.097076,,,,,,,,,,
249,W2B,W2B_WSCT0299.JPG,277.8263158,151.7567251,276.9421053,324.1450292,,,,,,,,,,
250,W2B,W2B_WSCT0300.JPG,277.8263158,151.2327485,276.6473684,323.6210526,,,,,,,,,,
251,W2B,W2B_WSCT0301.JPG,277.2368421,151.2327485,276.6473684,324.6690058,,,,,,,,,,
252,W2B,W2B_WSCT0302.JPG,276.6473684,150.1847953,276.6473684,324.6690058,,,,,,,,,,
